87.53	115
104.34	79
237.74	91
239.57	85
243.03	83
244.42	76
245.58	151
246.85	103
248.58	147
250.89	757
253.57	377
254.45	174
256.42	503
257.49	147
260.32	78
261.59	157
262.75	355
264.69	1099
265.56	552
266.63	382
267.59	181
268.94	457
270.97	1615
273.95	491
278.17	1862
279.71	1542
280.57	3937
281.53	2544
283.74	435
285.75	181
286.71	182
289.01	236
290.25	132
291.94	341
294.42	444
295.66	520
296.46	566
298.73	1370
302.39	174
303.54	285
304.85	401
305.7	746
306.76	665
310.15	718
311.31	558
312.69	1000
315	346
317	531
321.39	454
323.37	530
324.93	533
326.8	1353
327.42	1434
328.87	1626
330.94	681
333.21	646
335.06	1128
336.09	549
337.73	616
338.85	458
341.31	457
343.24	809
344.26	741
345.89	864
346.4	869
347.41	1465
348.52	812
349.13	865
350.14	673
351.76	692
353.98	1036
355.89	2296
358.29	992
359.69	1224
360.49	1233
363.79	602
365.88	714
367.96	580
369.35	871
370.93	452
372.12	398
373.89	859
375.76	736
378.71	454
379.46	412
381.6	1110
383.56	396
385.71	491
386.74	449
387.4	429
388.72	594
390.7	749
394.6	671
395.46	642
396.51	697
399.58	1412
401.8	432
402.96	369
406.46	722
407.83	404
408.81	389
409.79	324
413.24	448
415.02	339
416.01	312
418.21	543
420.11	585
421.11	597
422.62	831
425.55	403
428.29	536
430.43	411
433.62	399
435.27	514
438.69	491
443.29	569
444.76	602
447.62	321
448.78	326
449.53	328
452.2	393
454.23	383
457.79	479
460.4	1020
463.9	836
466.65	403
467.87	392
469.86	441
471.64	312
476.92	541
482.6	432
489.35	611
493.51	695
495.11	623
496.7	1097
498.95	799
501.33	610
504.74	590
506.7	508
509.51	499
511.01	504
512.39	423
514.73	518
515.67	577
519.13	421
522.14	396
524	482
525.54	453
527.17	479
528.5	465
530.12	558
531.64	530
537.16	514
540.74	314
543.41	352
546.17	275
546.96	271
548.63	311
551.17	241
551.66	245
555.85	506
556.92	494
558.18	395
560.81	394
563.02	571
565.73	1223
566.96	667
569.54	538
572.17	564
574.04	563
576.43	1148
579.77	592
581.93	443
582.86	428
584.53	315
586.75	612
588.68	490
590.52	411
593.81	412
595.59	489
597.84	479
598.97	475
600.8	532
607.25	3605
613.3	909
616.79	3649
621.75	757
624.6	431
632.75	515
637.59	379
642.56	574
645.74	350
648.24	353
654.86	306
659.03	372
663.61	396
666.02	765
669.61	443
674.61	404
681.65	486
688.03	455
692.58	430
697.04	783
701.41	149
706.66	260
709.83	256
715.09	181
720.47	279
724.71	315
731.89	178
735.23	195
736.58	201
743.47	651
751.54	162
757.41	95
760.41	105
761.67	103
764.72	109
770.43	219
774.67	118
783.12	109
789.31	173
802.51	155
856.1	114
864.3	85
876.89	176
884.77	258
897.36	203
924.56	108
934.71	163
961.86	191
982.53	180
990.28	217
1004.74	453
1024.27	285
